"customer_unique_id","anchor_date","offer_type","expected_cost","expected_gain","net_ev","p0_60d_final","p1_60d","delta_p","expected_order_value_safe"
"004288347e5e88a27ded2bb23747066c",2017-08-04,free_shipping,21.1,4.8884885398072075,-16.211511460192796,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"00a39521eb40f7012db50455bf083460",2018-06-11,free_shipping,26.57,4.8884885398072075,-21.681511460192795,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"00cc12a6d8b578b8ebd21ea4e2ae8b27",2017-03-27,free_shipping,14.52,3.666366404855405,-10.853633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"011575986092c30523ecb71ff10cb473",2018-03-08,free_shipping,15.58,3.666366404855405,-11.913633595144596,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"011b4adcd54683b480c4d841250a987f",2017-09-04,free_shipping,16.93,3.666366404855405,-13.263633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"012452d40dafae4df401bced74cdb490",2017-07-05,free_shipping,57.36,8.554854944662614,-48.805145055337384,0.47619047619047619048,0.54619047619047619048,0.07000000000000000000,122.21221349518018
"012a218df8995d3ec3bb221828360c86",2018-05-14,free_shipping,14.51,3.666366404855405,-10.843633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"013ef03e0f3f408dd9bf555e4edcdc0a",2018-06-22,free_shipping,9.86,2.4442442699036038,-7.415755730096396,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"013f4353d26bb05dc6652f1269458d8d",2017-12-06,free_shipping,39.745000000000005,6.922499999999999,-32.822500000000005,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,138.45
"015557c9912277312b9073947804a7ba",2017-04-04,free_shipping,12.22,3.666366404855405,-8.553633595144596,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0178b244a5c281fb2ade54038dd4b161",2017-05-18,free_shipping,12.13,3.666366404855405,-8.463633595144596,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"01886ef98f995e4f2dd75a1d04c97397",2017-12-03,free_shipping,14.1,3.666366404855405,-10.433633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"01a22e2079ea71e17313b88e5811e54a",2018-01-25,free_shipping,11.67,2.13,-9.54,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,71.0
"01c289bb06354cdc7e6549570f20ada4",2017-06-19,free_shipping,34.15,6.110610674759009,-28.03938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"01f2285f85a1c603eb7ef755ad311769",2017-05-10,free_shipping,15.4,3.666366404855405,-11.733633595144596,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"02168ea18740a0fdaaa15f11bebba5db",2017-09-23,free_shipping,32.22,6.110610674759009,-26.10938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"0241fa2e9adf0576cb0f845377d05c03",2018-07-10,free_shipping,44.63,6.110610674759009,-38.519389325240994,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"027803eb28cc01fbdf5da72b109fabee",2017-11-01,free_shipping,16.6,3.666366404855405,-12.933633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"029b457bd01199c39136f89e0eddcd3a",2017-05-30,free_shipping,34.49,6.110610674759009,-28.379389325240993,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"02b20b7c813efede140142ac610e36dc",2018-03-24,free_shipping,7.94,2.4442442699036038,-5.495755730096397,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"02e4c56fefa30628768ffe326d332e2f",2017-04-09,free_shipping,16.05,3.666366404855405,-12.383633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"02e9109b7e0a985108b43e573b6afb23",2018-05-19,free_shipping,28.534999999999997,9.8774,-18.657599999999995,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,246.935
"02e9827c15167f699df7bf90d326ffdb",2018-03-13,free_shipping,11.73,3.666366404855405,-8.063633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"02fbe4db886eb98774c8ba300d39fa79",2018-03-03,free_shipping,15.3,3.666366404855405,-11.633633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"031e19fc630c4121f1238716f41675c3",2018-07-06,free_shipping,7.87,0.20199999999999999,-7.668,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,10.1
"031ea691b99fc101dcad357d1a83573f",2017-05-22,free_shipping,8.27,2.4442442699036038,-5.825755730096396,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"032b3a42598667caf2e099999b9dc1b9",2018-08-06,free_shipping,45.46,6.110610674759009,-39.34938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"0333b2fc6ba7014702e08ef613850270",2017-09-04,free_shipping,14.1,3.666366404855405,-10.433633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0341bbd5c969923a0f801b9e2d10a7b8",2018-06-04,free_shipping,84.12,8.554854944662614,-75.5651450553374,0.47619047619047619048,0.54619047619047619048,0.07000000000000000000,122.21221349518018
"0361e980b28826f4d286ac144d9b319a",2018-07-09,free_shipping,23.33,4.8884885398072075,-18.441511460192793,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"038301b43811478e1a8dc0e476eaf52e",2017-11-24,free_shipping,10.29,3.666366404855405,-6.623633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"0396c443fdda5498c7e9ed5b34871c5a",2017-05-15,free_shipping,20.43,4.8884885398072075,-15.541511460192792,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"03d4953a455f8489e712ea80699de878",2017-09-18,free_shipping,9.34,2.4442442699036038,-6.895755730096396,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,122.21221349518018
"03dabd77cb0ed7a26fafe19e36b67742",2017-05-05,free_shipping,24.84,4.8884885398072075,-19.95151146019279,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"03ef7f03905227e15c7b6c860554b3cb",2018-05-10,free_shipping,16.45,3.666366404855405,-12.783633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"041caba6a63ace5818387698ea85cdb2",2017-11-29,free_shipping,11.345,0.8848499999999999,-10.46015,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,29.494999999999997
"043aee247e71edff7045664609f4d806",2017-03-30,free_shipping,32.04,6.110610674759009,-25.92938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"0451ef5a31cea3e14ce02d768d7c9943",2017-05-02,free_shipping,23.29,4.8884885398072075,-18.401511460192793,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"0488328f0b499963e32a37fa42a20ca0",2017-09-06,free_shipping,13.66,3.666366404855405,-9.993633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"048dbdf8f9bbd1be87b25868d1408311",2017-10-30,free_shipping,17.94,3.666366404855405,-14.273633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"04be500031efe43d2defff8c41810543",2018-01-17,free_shipping,27.52,4.8884885398072075,-22.63151146019279,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"04d3c2795b83634312bf3f86f41f7901",2017-06-22,free_shipping,20.74,4.8884885398072075,-15.851511460192791,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"04e495a3f45df8b41be2e934bbc16961",2017-05-18,free_shipping,21.27,4.8884885398072075,-16.38151146019279,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"04fc637963fe982dd25ac58e4f4770c1",2018-04-04,free_shipping,19.32,3.666366404855405,-15.653633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"050555c26479bbb8ba0740c37e7454d0",2018-04-11,free_shipping,9.44,0.8,-8.639999999999999,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,40.0
"0509ab034845adb0b4c91b6f0e7b7260",2018-05-04,free_shipping,11.73,3.666366404855405,-8.063633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"053b7090271ed4dacbfe0afd6382bbab",2017-08-02,free_shipping,37.36,6.110610674759009,-31.24938932524099,0.52547770700636942675,0.57547770700636942675,0.05000000000000000000,122.21221349518018
"053f7850c3ffd9726cff61c7e42af797",2017-07-04,free_shipping,9.27,0.43,-8.84,0.53105590062111801242,0.55105590062111801242,0.02000000000000000000,21.5
"05669445931c028d97b7c0637b5a2359",2017-09-02,free_shipping,15.39,3.666366404855405,-11.723633595144594,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"059d1f5650f05d9fed9a6d941593f9b4",2018-01-18,free_shipping,16.6,3.666366404855405,-12.933633595144595,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"05e52c1f96f8b83dd66dcdce679ff58d",2017-06-02,free_shipping,19.88,3.666366404855405,-16.213633595144593,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"05edb10f73fe7d03959ff26540913b3a",2017-08-17,free_shipping,16.99,3.666366404855405,-13.323633595144592,0.50593667546174142480,0.53593667546174142480,0.03000000000000000000,122.21221349518018
"05ef855308303397f1427f29470bb6ab",2018-02-14,free_shipping,25.38,4.8884885398072075,-20.49151146019279,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
"060f9ea0a180843fb91d4923b6d01bea",2018-03-27,free_shipping,28.51,4.8884885398072075,-23.621511460192792,0.52747252747252747253,0.56747252747252747253,0.04000000000000000000,122.21221349518018
